BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;GRÜNE;4;2;4158400;8,939817;3694057;8,448028;12,570001;0,491789;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;CSU;5;1;3255487;7,017706;3544079;8,123956;-8,142934;-1,106249;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;CSU;5;2;2869688;6,169317;3243569;7,417796;-11,52684;-1,248479;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;FDP;6;1;3249238;7,004236;1028645;2,357923;215,875545;4,646313;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;FDP;6;2;4999449;10,747922;2083533;4,764882;139,950555;5,983041;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;AfD;7;1;5317499;11,462693;810915;1,858829;555,740614;9,603864;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;AfD;7;2;5878115;12,636897;2056985;4,704169;185,76363;7,932729;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;PIRATEN;8;1;93196;0,200898;963623;2,208876;-90,328583;-2,007977;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;PIRATEN;8;2;173476;0,372942;959177;2,193565;-81,914078;-1,820623;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;NPD;9;1;45169;0,097369;635135;1,455895;-92,888284;-1,358527;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;NPD;9;2;176020;0,378412;560828;1,282571;-68,614263;-0,904159;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;FREIE WÄHLER;10;1;589056;1,269801;431640;0,989432;36,46928;0,28037;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;FREIE WÄHLER;10;2;463292;0,995995;423977;0,969603;9,272909;0,026392;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Tierschutzpartei;11;1;22917;0,049401;4437;0,010171;416,497634;0,03923;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Tierschutzpartei;11;2;374179;0,804418;140366;0,321006;166,573814;0,483412;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;ÖDP;12;1;166228;0,35833;128209;0,293889;29,653924;0,064442;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;ÖDP;12;2;144809;0,311313;127088;0,290641;13,943881;0,020673;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Die PARTEI;13;1;245659;0,529556;39388;0,090288;523,689956;0,439268;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Die PARTEI;13;2;454349;0,976769;78674;0,179921;477,508453;0,796848;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;BP;14;1;62622;0,134991;28430;0,065169;120,267323;0,069822;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;BP;14;2;58037;0,124769;57395;0,131258;1,118564;-0,006489;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Volksabstimmung;15;1;6316;0,013615;1748;0,004007;261,327231;0,009608;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Volksabstimmung;15;2;9631;0,020705;28654;0,06553;-66,388637;-0,044825;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;PDV;16;1;242;0,000522;3861;0,00885;-93,732194;-0,008329;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;PDV;16;2;533;0,001146;24719;0,05653;-97,843764;-0,055385;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;MLPD;17;1;35760;0,077086;12904;0,029579;177,123373;0,047507;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;MLPD;17;2;29785;0,064032;24219;0,055387;22,981956;0,008645;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;BüSo;18;1;15960;0,034404;17988;0,041233;-11,274183;-0,006829;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;BüSo;18;2;6693;0,014389;12814;0,029305;-47,768066;-0,014916;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;SGP;19;1;903;0,001947;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;SGP;19;2;1291;0,002775;4564;0,010438;-71,713409;-0,007662;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DIE RECHTE;20;1;1142;0,002462;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DIE RECHTE;20;2;2054;0,004416;2245;0,005134;-8,507795;-0,000718;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;AD-DEMOKRATEN;21;1;;;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;AD-DEMOKRATEN;21;2;41251;0,088682;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Tierschutzallianz;22;1;6114;0,01318;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Tierschutzallianz;22;2;32221;0,069269;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;B*;23;1;672;0,001449;624;0,00143;7,692308;0,000018;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;B*;23;2;911;0,001958;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;BGE;24;1;;;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;BGE;24;2;97539;0,209691;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DiB;25;1;;;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DiB;25;2;60914;0,130954;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DKP;26;1;7517;0,016204;1699;0,003895;342,436727;0,01231;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DKP;26;2;11558;0,024848;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DM;27;1;;;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DM;27;2;63203;0,135875;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Die Grauen;28;1;4300;0,009269;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Die Grauen;28;2;10009;0,021518;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;du.;29;1;772;0,001664;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;du.;29;2;3032;0,006518;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;MG;30;1;2570;0,00554;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;MG;30;2;5617;0,012076;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;MENSCHLICHE WELT;31;1;2205;0,004753;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;MENSCHLICHE WELT;31;2;11661;0,025069;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Die Humanisten;32;1;;;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Die Humanisten;32;2;5991;0,01288;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Gesundheitsforschung;33;1;1537;0,003313;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Gesundheitsforschung;33;2;23404;0,050314;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;V-Partei³;34;1;1201;0,002589;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;V-Partei³;34;2;64073;0,137746;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Bündnis C;35;1;1717;0,003701;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Bündnis C;35;2;;;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DIE EINHEIT;36;1;371;0,0008;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DIE EINHEIT;36;2;;;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DIE VIOLETTEN;37;1;2176;0,004691;2516;0,005767;-13,513514;-0,001077;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DIE VIOLETTEN;37;2;;;8211;0,018778;;-0,018778;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;FAMILIE;38;1;506;0,001091;4478;0,010265;-88,700313;-0,009174;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;FAMILIE;38;2;;;7449;0,017035;;-0,017035;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DIE FRAUEN;39;1;439;0,000946;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;DIE FRAUEN;39;2;;;12148;0,027782;;-0,027782;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;MIETERPARTEI;40;1;1352;0,002914;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;MIETERPARTEI;40;2;;;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Neue Liberale;41;1;884;0,001906;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;Neue Liberale;41;2;;;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;UNABHÄNGIGE;42;1;2458;0,005299;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Partei;UNABHÄNGIGE;42;2;;;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;Einzelbewerber/Wählergruppe;Einzelbewerber/Wählergruppe;43;1;100889;0,217482;;;;;
BT;24.09.2017;Bund;99;Bundesgebiet;;;System-Gruppe;Übrige;1000;1;;;122146;0,279991;;-0,279991;
BT;24.09.2017;Bund;99;Bundesgebiet;;;System-Gruppe;Übrige;1000;2;;;246393;0,563482;;-0,563482;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Wahlberechtigte;-4;;2266012;;2251796;;0,631318;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Wähler;-3;;1729194;76,310011;1645750;73,086105;5,070272;3,223905;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Ungültige;-2;1;16172;0,935233;18752;1,13942;-13,758532;-0,204186;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Ungültige;-2;2;13553;0,783776;17460;1,060914;-22,376861;-0,277139;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Gültige;-1;1;1713022;99,064767;1626998;98,86058;5,287284;0,204186;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Gültige;-1;2;1715641;99,216224;1628290;98,939086;5,364585;0,277139;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;CDU;1;1;682287;39,829436;708702;43,558873;-3,727237;-3,729438;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;CDU;1;2;583135;33,989337;638756;39,228639;-8,707707;-5,239302;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;SPD;2;1;493279;28,795836;596882;36,686093;-17,357367;-7,890257;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;SPD;2;2;399505;23,286049;513725;31,54997;-22,233685;-8,263921;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;GRÜNE;3;1;163580;9,549206;111921;6,878988;46,156664;2,670218;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;GRÜNE;3;2;205471;11,97634;153137;9,404774;34,174628;2,571566;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;FDP;4;1;131703;7,688343;37526;2,306456;250,964664;5,381886;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;FDP;4;2;216844;12,639241;91714;5,632535;136,435004;7,006706;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;DIE LINKE;5;1;90574;5,287381;66183;4,067798;36,853875;1,219583;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;DIE LINKE;5;2;124678;7,267138;84177;5,169657;48,114093;2,097482;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;AfD;6;1;128641;7,509594;58681;3,606704;119,220872;3,90289;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;AfD;6;2;140362;8,181315;74346;4,565894;88,795631;3,615421;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;NPD;7;1;;;11031;0,677997;;-0,677997;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;NPD;7;2;4210;0,245389;11229;0,689619;-62,507792;-0,44423;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;FREIE WÄHLER;8;1;15957;0,931512;2678;0,164598;495,855116;0,766914;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;FREIE WÄHLER;8;2;11095;0,646697;8747;0,537189;26,843489;0,109508;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;MLPD;9;1;1381;0,080618;;;;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;MLPD;9;2;823;0,04797;521;0,031997;57,965451;0,015974;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;BGE;10;1;;;;;;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;BGE;10;2;5670;0,330489;;;;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;ÖDP;11;1;;;;;;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;ÖDP;11;2;3116;0,181623;;;;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;Die PARTEI;12;1;4017;0,234498;;;;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;Die PARTEI;12;2;20732;1,208411;;;;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;FAMILIE;13;1;506;0,029538;;;;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;FAMILIE;13;2;;;;;;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;Neue Liberale;14;1;342;0,019965;;;;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;Neue Liberale;14;2;;;;;;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Einzelbewerber/Wählergruppe;Einzelbewerber/Wählergruppe;15;1;755;0,044074;;;;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;Tierschutzpartei;16;1;;;;;;;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;Tierschutzpartei;16;2;;;12878;0,790891;;-0,790891;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;PIRATEN;17;1;;;31621;1,943518;;-1,943518;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;Partei;PIRATEN;17;2;;;32217;1,978579;;-1,978579;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Übrige;1000;1;;;1773;0,108974;;-0,108974;
BT;24.09.2017;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Übrige;1000;2;;;6843;0,420257;;-0,420257;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Wahlberechtigte;-4;;1324614;;1350705;;-1,931658;;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Wähler;-3;;938587;70,857397;881718;65,278355;6,449795;5,579042;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Ungültige;-2;1;11742;1,251029;15974;1,81169;-26,493051;-0,560661;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Ungültige;-2;2;11077;1,180178;13975;1,584974;-20,73703;-0,404796;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Gültige;-1;1;926845;98,748971;865744;98,18831;7,057629;0,560661;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Gültige;-1;2;927510;98,819822;867743;98,415026;6,887638;0,404796;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;CDU;1;1;316662;34,165583;384607;44,425026;-17,666085;-10,259443;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;CDU;1;2;307263;33,127729;369048;42,529643;-16,741725;-9,401914;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;DIE LINKE;2;1;171130;18,463713;204479;23,618876;-16,309254;-5,155163;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;DIE LINKE;2;2;165368;17,829242;186871;21,535293;-11,506868;-3,706052;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;SPD;3;1;161437;17,417907;165660;19,134987;-2,549197;-1,71708;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;SPD;3;2;139689;15,060646;154431;17,796859;-9,546011;-2,736213;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;AfD;4;1;168456;18,175207;;;;;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;AfD;4;2;172409;18,588371;48885;5,63358;252,682827;12,954791;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;GRÜNE;5;1;33746;3,640954;33232;3,838548;1,546702;-0,197594;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;GRÜNE;5;2;39514;4,260224;37716;4,346448;4,767208;-0,086225;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;NPD;6;1;7977;0,860662;29218;3,374901;-72,698337;-2,514239;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;NPD;6;2;10408;1,122144;23735;2,735257;-56,149147;-1,613113;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;FDP;7;1;43899;4,736391;11891;1,373501;269,17837;3,36289;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;FDP;7;2;57895;6,241981;18968;2,185901;205,224589;4,056081;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;FREIE WÄHLER;8;1;13794;1,488275;11713;1,35294;17,766584;0,135334;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;FREIE WÄHLER;8;2;7543;0,813253;8004;0,922393;-5,75962;-0,10914;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;MLPD;9;1;1666;0,17975;1036;0,119666;60,810811;0,060084;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;MLPD;9;2;1366;0,147276;1166;0,134372;17,152659;0,012904;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;BGE;10;1;;;;;;;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;BGE;10;2;3034;0,327112;;;;;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;ÖDP;11;1;591;0,063765;;;;;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;ÖDP;11;2;1205;0,129918;;;;;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Die PARTEI;12;1;4631;0,499652;;;;;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Die PARTEI;12;2;9309;1,003655;;;;;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Tierschutzpartei;13;1;2161;0,233157;;;;;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Tierschutzpartei;13;2;12507;1,348449;;;;;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Einzelbewerber/Wählergruppe;Einzelbewerber/Wählergruppe;14;1;695;0,074986;;;;;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;PIRATEN;15;1;;;19783;2,285087;;-2,285087;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;PIRATEN;15;2;;;16563;1,908745;;-1,908745;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Übrige;1000;1;;;4125;0,476469;;-0,476469;
BT;24.09.2017;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Übrige;1000;2;;;2356;0,271509;;-0,271509;
BT;24.09.2017;Land;02;Hamburg;BUND;99;System-Gruppe;Wahlberechtigte;-4;;1296656;;1281918;;1,149684;;
BT;24.09.2017;Land;02;Hamburg;BUND;99;System-Gruppe;Wähler;-3;;984926;75,958928;901213;70,301923;9,288925;5,657006;
BT;24.09.2017;Land;02;Hamburg;BUND;99;System-Gruppe;Ungültige;-2;1;9254;0,939563;11260;1,249427;-17,815275;-0,309864;
BT;24.09.2017;Land;02;Hamburg;BUND;99;System-Gruppe;Ungültige;-2;2;6808;0,691219;10384;1,152225;-34,437596;-0,461005;
BT;24.09.2017;Land;02;Hamburg;BUND;99;System-Gruppe;Gültige;-1;1;975672;99,060437;889953;98,750573;9,631857;0,309864;
BT;24.09.2017;Land;02;Hamburg;BUND;99;System-Gruppe;Gültige;-1;2;978118;99,308781;890829;98,847775;9,798626;0,461005;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;SPD;1;1;311889;31,966583;336337;37,79267;-7,2689;-5,826087;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;SPD;1;2;229862;23,500437;288902;32,430691;-20,435996;-8,930254;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;CDU;2;1;277677;28,460077;305979;34,381479;-9,249654;-5,921402;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;CDU;2;2;266312;27,226981;285927;32,096732;-6,860143;-4,869752;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;GRÜNE;3;1;114485;11,733964;94473;10,615504;21,182772;1,118459;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;GRÜNE;3;2;136371;13,942183;112826;12,665281;20,868417;1,276901;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;DIE LINKE;4;1;105242;10,786617;66995;7,527926;57,089335;3,258691;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;DIE LINKE;4;2;119076;12,173991;78296;8,789117;52,084398;3,384875;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;FDP;5;1;69178;7,090293;17707;1,989656;290,681651;5,100637;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;FDP;5;2;105610;10,797266;42869;4,812259;146,355175;5,985007;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;AfD;6;1;71527;7,33105;29835;3,352424;139,741914;3,978626;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;AfD;6;2;76511;7,822267;37142;4,169375;105,995908;3,652892;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;NPD;7;1;1245;0,127604;5738;0,644753;-78,302544;-0,517149;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;NPD;7;2;1799;0,183925;5658;0,635139;-68,204312;-0,451214;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;Die PARTEI;8;1;11426;1,17109;3097;0,347996;268,937682;0,823094;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;Die PARTEI;8;2;15388;1,573225;5643;0,633455;172,691831;0,93977;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;FREIE WÄHLER;9;1;5426;0,55613;3725;0,418561;45,66443;0,137568;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;FREIE WÄHLER;9;2;3458;0,353536;2856;0,3206;21,078431;0,032936;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;ÖDP;10;1;3369;0,3453;637;0,071577;428,8854;0,273724;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;ÖDP;10;2;2778;0,284015;1963;0,220357;41,518085;0,063658;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;MLPD;11;1;1123;0,1151;135;0,015169;731,851852;0,099931;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;MLPD;11;2;688;0,070339;423;0,047484;62,647754;0,022855;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;BGE;12;1;;;;;;;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;BGE;12;2;4573;0,467531;;;;;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;DiB;13;1;;;;;;;
BT;24.09.2017;Land;02;Hamburg;BUND;99;Partei;DiB;13;2;4199;0,429294;;;;;
